,LOCATION,PLOT #,REP,BLOCK _by_REP,IBLK,ENTRY,Row,Col,VARIETY,AD ,HT ,YIELD ,TSTWT ,TKWT,SPSM,KPS,KPSM,eps,cdo549,bcd907,barc57           ,barc12           ,tam055tam61,cdo395,barc86           ,ksuA6,cdo638,barc67 ,cmwg680bcd366,bcd1380,bcd1555,bcd141,bcd22,bcd372,bcd361,gwm155           
1055,LIN99,5556,3,1,3,15,11,4,CCW3A17,-,104.14,1.566,73.968,36.6818,194.2436,22,4273.359,1,1,1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1
1159,LIN99,5787,4,1,4,15,16,18,CCW3A17,-,109.22,1.193,75.44,35.3198,196.5696,17.2,3380.997,1,1,1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1
1263,MD00,5150,1,4,4,15,2,3,CCW3A17,20,132.08,3.89,79.58,34.1884,550.4193,20.7,11393.68,1,1,1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1
1367,MD00,5257,2,5,13,15,7,1,CCW3A17,20,132.08,4.66,81.604,35.6667,489.9333,26.7,13081.22,1,1,1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1
1471,MD00,5400,3,8,24,15,12,13,CCW3A17,22,99.06,2.237,73.968,31.3494,229.0474,31.2,7146.277,1,1,1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1
1575,MD00,5476,4,5,29,15,15,12,CCW3A17,17,119.38,3.222,75.164,35.5246,319.7458,28.4,9080.78,1,1,1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1
1679,MD01,5129,1,3,3,15,2,24,CCW3A17,30,104.14,3.673,79.12,36.0562,381.5628,26.7,10187.726,1,1,1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1
1783,MD01,5326,2,2,10,15,5,26,CCW3A17,29,109.22,3.771,79.488,34.723,390.6408,27.8,10859.815,1,1,1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1
1887,MD01,5604,3,8,24,15,12,1,CCW3A17,31,104.14,3.976,79.856,35.0701,345.6533,32.8,11337.427,1,1,1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1
1991,MD01,5745,4,4,28,15,14,8,CCW3A17,30,111.76,4.867,80.04,35.7067,399.759,34.1,13631.78,1,1,1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1
2095,SD00,5108,1,1,1,15,1,8,CCW3A17,32,109.22,4.666,79.488,27.8767,765.3338,21.9,16760.81,1,1,1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1
2199,SD00,5279,2,6,14,15,7,23,CCW3A17,31,111.76,4.465,78.568,28.6514,715.7433,21.8,15603.205,1,1,1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1
2303,SD00,5327,3,2,18,15,9,19,CCW3A17,32,111.76,3.732,77.832,31.6716,440.2942,26.8,11799.885,1,1,1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1
2407,SD00,5477,4,5,29,15,15,13,CCW3A17,32,96.52,3.356,76.544,26.8495,448.6008,27.9,12515.961,1,1,1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1
2511,SD01,5141,1,4,4,15,2,20,CCW3A17,43,99.06,2.318,74.336,28.2473,222.9611,36.8,8204.967,1,1,1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1
2615,SD01,5301,2,1,9,15,4,16,CCW3A17,45,101.6,2.466,73.232,24.2397,280.2238,36.3,10172.123,1,1,1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1
2719,SD01,5521,3,2,18,15,8,12,CCW3A17,46,96.52,1.783,68.264,21.6828,266.0942,30.9,8222.31,1,1,1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1
2823,SD01,5709,4,1,25,15,11,21,CCW3A17,43,99.06,2.042,73.416,26.1081,211.3712,37,7820.735,1,1,1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1
16,LIN00,5122,1,2,2,16,2,5,CCW3A18,12,93.98,3.534,76.36,33.6236,400.1754,26.3,10524.614,1,-1,-1,-1,1,1,1,-1,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
120,LIN00,5234,2,3,11,16,11,4,CCW3A18,11,104.14,3.514,76.544,32.3755,404.0152,26.9,10868.009,1,-1,-1,-1,1,1,1,-1,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
224,LIN00,5372,3,5,21,16,21,12,CCW3A18,10,101.6,2.94,75.808,32.2637,501.2522,18.2,9122.791,1,-1,-1,-1,1,1,1,-1,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
328,LIN00,5442,4,3,27,16,27,4,CCW3A18,12,99.06,3.578,75.808,31.1803,470.8834,24.4,11489.556,1,-1,-1,-1,1,1,1,-1,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
432,LIN01,5174,1,6,6,16,3,22,CCW3A18,18,93.98,4.81,80.592,33.0841,436.6234,33.3,14539.559,1,-1,-1,-1,1,1,1,-1,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
536,LIN01,5333,2,3,11,16,6,20,CCW3A18,19,99.06,4.42,79.12,31.9509,399.8259,34.6,13833.976,1,-1,-1,-1,1,1,1,-1,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
640,LIN01,5539,3,3,19,16,10,14,CCW3A18,18,91.44,4.682,80.224,32.9161,458.8842,31,14225.41,1,-1,-1,-1,1,1,1,-1,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
744,LIN01,5772,4,6,30,16,15,20,CCW3A18,18,91.44,4.887,80.224,34.9177,426.757,32.8,13997.63,1,-1,-1,-1,1,1,1,-1,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
848,LIN99,5116,1,1,1,16,1,16,CCW3A18,27,114.3,2.54,74.888,33.5018,272.072,27.9,7590.809,1,-1,-1,-1,1,1,1,-1,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
952,LIN99,5368,2,1,2,16,7,16,CCW3A18,26,116.84,2.648,74.152,33.9442,290.2968,26.9,7808.983,1,-1,-1,-1,1,1,1,-1,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
1056,LIN99,5558,3,1,3,16,11,6,CCW3A18,-,106.68,2.93,74.52,36.2051,346.2301,23.4,8101.785,1,-1,-1,-1,1,1,1,-1,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
1160,LIN99,5734,4,1,4,16,14,19,CCW3A18,-,111.76,3.353,73.784,36.8051,386.496,23.6,9121.306,1,-1,-1,-1,1,1,1,-1,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
1264,MD00,5198,1,8,8,16,4,7,CCW3A18,16,124.46,4.139,76.084,32.9751,521.485,24.1,12567.788,1,-1,-1,-1,1,1,1,-1,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
1368,MD00,5216,2,1,9,16,5,12,CCW3A18,16,129.54,4.011,74.336,32.9386,534.809,22.8,12193.645,1,-1,-1,-1,1,1,1,-1,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
1472,MD00,5394,3,7,23,16,12,19,CCW3A18,17,114.3,2.56,73.968,30.9158,303.7014,27.3,8291.049,1,-1,-1,-1,1,1,1,-1,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
1576,MD00,5503,4,7,31,16,16,14,CCW3A18,17,111.76,2.459,73.968,34.3183,190.3173,37.7,7174.962,1,-1,-1,-1,1,1,1,-1,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
1680,MD01,5160,1,5,5,16,3,8,CCW3A18,23,104.14,4.649,78.568,32.8956,447.2165,31.6,14132.043,1,-1,-1,-1,1,1,1,-1,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
1784,MD01,5351,2,4,12,16,6,2,CCW3A18,24,99.06,4.632,78.2,36.6687,383.952,32.9,12632.02,1,-1,-1,-1,1,1,1,-1,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
1888,MD01,5525,3,2,18,16,9,25,CCW3A18,22,99.06,4.766,78.936,36.4826,412.1531,31.7,13065.252,1,-1,-1,-1,1,1,1,-1,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
1992,MD01,5766,4,6,30,16,15,14,CCW3A18,21,93.98,4.544,78.568,36.5525,421.4539,29.5,12432.889,1,-1,-1,-1,1,1,1,-1,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
2096,SD00,5138,1,3,3,16,2,15,CCW3A18,29,109.22,4.596,78.568,30.9568,803.5136,18.5,14865.001,1,-1,-1,-1,1,1,1,-1,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
2200,SD00,5263,2,5,13,16,7,7,CCW3A18,29,101.6,4.717,78.568,30.6435,713.5247,21.6,15412.134,1,-1,-1,-1,1,1,1,-1,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
2304,SD00,5311,3,1,17,16,9,3,CCW3A18,29,96.52,4.351,77.096,31.7851,601.0987,22.8,13705.051,1,-1,-1,-1,1,1,1,-1,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
2408,SD00,5474,4,5,29,16,15,10,CCW3A18,29,101.6,3.575,74.704,27.9203,510.7188,25.1,12819.042,1,-1,-1,-1,1,1,1,-1,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
2512,SD01,5173,1,6,6,16,3,13,CCW3A18,42,96.52,2.523,75.808,28.2369,222.8097,40.1,8934.668,1,-1,-1,-1,1,1,1,-1,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
2616,SD01,5373,2,6,14,16,6,4,CCW3A18,42,83.82,1.46,68.08,20.3774,337.9405,21.2,7164.339,1,-1,-1,-1,1,1,1,-1,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
2720,SD01,5533,3,3,19,16,9,1,CCW3A18,43,86.36,1.712,68.448,23.7269,289.8088,24.9,7216.24,1,-1,-1,-1,1,1,1,-1,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
2824,SD01,5729,4,3,27,16,12,20,CCW3A18,42,91.44,2.432,74.704,26.8511,254.4252,35.6,9057.538,1,-1,-1,-1,1,1,1,-1,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
17,LIN00,5140,1,4,4,17,4,13,CCW3A19,11,99.06,3.276,76.36,33.3839,438.5847,22.4,9824.297,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
121,LIN00,5282,2,6,14,17,14,1,CCW3A19,11,93.98,3.097,76.912,28.7554,775.9453,13.9,10785.639,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
225,LIN00,5321,3,1,17,17,17,13,CCW3A19,10,81.28,2.375,76.544,33.2351,285.091,25.1,7155.785,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
329,LIN00,5445,4,3,27,17,27,7,CCW3A19,11,93.98,2.856,75.992,36.2892,316.4295,24.9,7879.095,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
433,LIN01,5126,1,2,2,17,1,26,CCW3A19,18,96.52,4.84,80.96,33.3295,419.7498,34.6,14523.342,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
537,LIN01,5322,2,2,10,17,5,22,CCW3A19,19,99.06,4.951,79.856,31.8866,533.6309,29.1,15528.658,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
641,LIN01,5533,3,3,19,17,10,20,CCW3A19,19,93.98,4.78,80.224,32.8711,457.2855,31.8,14541.679,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
745,LIN01,5741,4,4,28,17,14,12,CCW3A19,18,91.44,4.901,80.776,34.1341,437.7549,32.8,14358.359,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
849,LIN99,5117,1,1,1,17,1,17,CCW3A19,26,114.3,1.925,73.784,32.1418,212.6518,28.2,5996.78,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
953,LIN99,5386,2,1,2,17,8,19,CCW3A19,27,111.76,3.044,74.336,35.6632,296.722,28.8,8545.594,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1057,LIN99,5528,3,1,3,17,10,25,CCW3A19,-,111.76,2.043,74.152,41.7319,208.5459,23.5,4900.829,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1161,LIN99,5753,4,1,4,17,15,1,CCW3A19,-,114.3,2.292,73.416,35.9779,201.1516,31.7,6376.504,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1265,MD00,5178,1,6,6,17,3,26,CCW3A19,16,124.46,4.028,77.74,33.625,599.7375,20,11994.75,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1369,MD00,5225,2,2,10,17,5,21,CCW3A19,16,127,3.954,74.152,34.107,477.7064,24.3,11608.265,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1473,MD00,5326,3,2,18,17,9,18,CCW3A19,16,124.46,3.941,74.888,36.6294,633.6559,17,10772.15,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1577,MD00,5515,4,8,32,17,16,2,CCW3A19,15,114.3,3.239,76.36,36.7631,242.9924,36.3,8820.626,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1681,MD01,5109,1,1,1,17,1,9,CCW3A19,22,93.98,4.931,78.384,35.3723,428.9647,32.5,13941.352,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1785,MD01,5377,2,6,14,17,7,25,CCW3A19,22,96.52,4.686,78.936,35.6273,408.4569,32.2,13152.314,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1889,MD01,5501,3,1,17,17,9,1,CCW3A19,23,101.6,4.854,77.832,35.7368,376.2507,36.1,13582.649,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1993,MD01,5782,4,7,31,17,16,23,CCW3A19,22,93.98,3.895,78.384,36.2369,330.7564,32.5,10749.581,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2097,SD00,5131,1,3,3,17,2,22,CCW3A19,28,106.68,4.253,78.384,29.4866,772.3271,18.7,14442.516,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2201,SD00,5214,2,1,9,17,5,10,CCW3A19,29,104.14,4.784,78.568,30.7173,816.4474,19.1,15594.145,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2305,SD00,5328,3,2,18,17,9,20,CCW3A19,29,106.68,4.142,77.648,32.2311,606.9962,21.2,12868.319,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2409,SD00,5510,4,8,32,17,16,7,CCW3A19,29,104.14,3.79,76.176,27.0579,541.4387,25.9,14023.263,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2513,SD01,5109,1,1,1,17,1,9,CCW3A19,42,91.44,1.197,69.552,23.256,153.2537,33.6,5149.323,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2617,SD01,5389,2,7,15,17,7,13,CCW3A19,42,91.44,1.722,68.264,21.6552,274.2487,29,7953.213,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2721,SD01,5550,3,4,20,17,9,18,CCW3A19,42,86.36,2.163,75.44,30.5455,229.9048,30.8,7081.067,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2825,SD01,5711,4,1,25,17,11,23,CCW3A19,42,91.44,2.089,74.888,24.8688,220.4686,38.1,8399.853,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
18,LIN00,5190,1,7,7,18,7,12,CCW3A20,11,99.06,3.679,76.912,31,555.23,21.4,11881.923,1,-1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1
122,LIN00,5225,2,2,10,18,10,6,CCW3A20,12,99.06,3.477,77.28,33.9219,381.5415,26.9,10263.466,1,-1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1
226,LIN00,5399,3,7,23,18,23,13,CCW3A20,10,93.98,2.845,76.544,29.6782,367.8241,26.1,9600.21,1,-1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1
330,LIN00,5493,4,7,31,18,31,3,CCW3A20,11,96.52,3.665,77.648,33.4923,421.4447,26,10957.563,1,-1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1
434,LIN01,5196,1,8,8,18,4,9,CCW3A20,19,96.52,4.813,80.04,34.0941,415.2557,34,14118.693,1,-1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1
538,LIN01,5395,2,8,16,18,8,10,CCW3A20,19,96.52,4.894,79.488,33.9619,457.5038,31.5,14411.37,1,-1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1
642,LIN01,5532,3,3,19,18,10,21,CCW3A20,19,93.98,4.4,80.592,34.8083,403.8451,31.3,12640.352,1,-1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1
746,LIN01,5779,4,7,31,18,16,26,CCW3A20,19,88.9,4.783,80.408,35.9018,467.4911,28.5,13323.497,1,-1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1
850,LIN99,5118,1,1,1,18,1,18,CCW3A20,27,114.3,2.298,75.256,35,278.5546,23.6,6573.889,1,-1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1
954,LIN99,5357,2,1,2,18,7,5,CCW3A20,27,114.3,1.774,74.336,38.3394,209.6192,22.1,4632.584,1,-1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1
1058,LIN99,5600,3,1,3,18,12,5,CCW3A20,-,111.76,1.579,74.4464,32.1822,208.1634,23.6,4912.656,1,-1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1
1162,LIN99,5782,4,1,4,18,16,23,CCW3A20,-,116.84,1.687,73.6,36.7869,188.1288,24.4,4590.342,1,-1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1
1266,MD00,5136,1,3,3,18,2,17,CCW3A20,16,129.54,3.988,74.98,35.0129,491.551,23.2,11403.983,1,-1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1
1370,MD00,5207,2,1,9,18,5,3,CCW3A20,16,132.08,3.924,77.556,37.14,423.1509,25,10578.772,1,-1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1
1474,MD00,5357,3,4,20,18,10,4,CCW3A20,16,129.54,3.622,77.28,35.2638,334.9539,30.7,10283.085,1,-1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1
1578,MD00,5493,4,7,31,18,16,24,CCW3A20,14,119.38,3.716,76.452,36.1577,306.2308,33.6,10289.356,1,-1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1
1682,MD01,5137,1,3,3,18,2,16,CCW3A20,24,109.22,4.541,78.752,35.514,447.0979,28.6,12787,1,-1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1
1786,MD01,5370,2,6,14,18,7,18,CCW3A20,24,104.14,4.501,78.752,34.3895,490.1772,26.7,13087.732,1,-1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1
1890,MD01,5526,3,2,18,18,9,26,CCW3A20,25,99.06,4.332,78.936,32.9139,390.6073,33.7,13163.465,1,-1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1
1994,MD01,5741,4,4,28,18,14,12,CCW3A20,24,106.68,4.558,80.04,34.0603,384.5434,34.8,13382.109,1,-1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1
2098,SD00,5159,1,5,5,18,3,7,CCW3A20,29,106.68,5.043,78.936,31.9954,730.5906,21.6,15780.758,1,-1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1
2202,SD00,5230,2,2,10,18,5,26,CCW3A20,29,109.22,4.112,77.28,27.9435,594.1314,24.8,14734.458,1,-1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1
2306,SD00,5389,3,7,23,18,12,24,CCW3A20,29,91.44,3.41,77.832,31.972,427.16,25,10678.999,1,-1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1
2410,SD00,5456,4,4,28,18,14,9,CCW3A20,31,101.6,3.601,77.096,27.0244,542.423,24.6,13343.605,1,-1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1
2514,SD01,5121,1,2,2,18,1,21,CCW3A20,42,96.52,2.375,73.968,28.6458,225.898,36.7,8290.456,1,-1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1
2618,SD01,5334,2,3,11,18,5,18,CCW3A20,42,99.06,2.348,75.808,27.2443,247.6484,34.8,8618.165,1,-1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1
2722,SD01,5578,3,6,22,18,10,15,CCW3A20,42,91.44,2.419,72.864,26.174,240.0114,38.5,9240.44,1,-1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1
2826,SD01,5741,4,4,28,18,12,8,CCW3A20,43,93.98,1.662,70.656,22.1114,214.7219,35,7515.268,1,-1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1
19,LIN00,5141,1,4,4,19,4,12,CCW3A21,9,101.6,3.454,76.728,33.2464,502.473,20.7,10401.192,1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,1,1,1,1,1,1,1
123,LIN00,5206,2,1,9,19,9,2,CCW3A21,11,91.44,2.98,77.648,32.3454,475.4931,19.4,9224.566,1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,1,1,1,1,1,1,1
227,LIN00,5404,3,8,24,19,24,9,CCW3A21,11,83.82,2.745,76.728,30.8171,347.0014,25.7,8917.935,1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,1,1,1,1,1,1,1
331,LIN00,5479,4,6,30,19,30,12,CCW3A21,11,86.36,2.405,77.648,36.4686,207.6833,31.8,6604.33,1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,1,1,1,1,1,1,1
435,LIN01,5117,1,2,2,19,1,17,CCW3A21,18,96.52,3.582,81.144,35.8365,314.363,31.8,9996.745,1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,1,1,1,1,1,1,1
539,LIN01,5382,2,7,15,19,8,23,CCW3A21,18,99.06,4.824,80.776,37.5178,416.0903,30.9,12857.191,1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,1,1,1,1,1,1,1
643,LIN01,5556,3,5,21,19,11,4,CCW3A21,18,93.98,5.066,80.96,35.7662,398.9865,35.5,14164.019,1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,1,1,1,1,1,1,1
747,LIN01,5804,4,8,32,19,16,1,CCW3A21,18,91.44,5.029,80.96,37.8071,523.6831,25.4,13301.551,1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,1,1,1,1,1,1,1
851,LIN99,5119,1,1,1,19,1,19,CCW3A21,26,111.76,2.379,74.888,33.3879,253.8471,28.1,7133.102,1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,1,1,1,1,1,1,1
955,LIN99,5342,2,1,2,19,6,11,CCW3A21,26,111.76,1.942,75.44,32.9835,242.582,24.3,5894.743,1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,1,1,1,1,1,1,1
1059,LIN99,5526,3,1,3,19,9,26,CCW3A21,-,106.68,1.656,74.152,37.0231,172.2802,26,4479.285,1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,1,1,1,1,1,1,1
1163,LIN99,5716,4,1,4,19,13,16,CCW3A21,-,114.3,2.124,74.336,37.3005,267.5824,21.3,5699.504,1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,1,1,1,1,1,1,1
1267,MD00,5171,1,6,6,19,3,19,CCW3A21,13,124.46,4.136,76.452,36.2095,452.0115,25.3,11435.891,1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,1,1,1,1,1,1,1
1371,MD00,5254,2,4,12,19,6,3,CCW3A21,16,129.54,4.038,77.28,34.39,453.9493,25.9,11757.286,1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,1,1,1,1,1,1,1
1475,MD00,5390,3,7,23,19,12,23,CCW3A21,17,114.3,2.691,75.624,29.6,364.1121,25,9102.802,1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,1,1,1,1,1,1,1
1579,MD00,5428,4,2,26,19,13,16,CCW3A21,16,121.92,3.924,75.44,38.4444,366.3021,27.9,10219.827,1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,1,1,1,1,1,1,1
1683,MD01,5141,1,4,4,19,2,12,CCW3A21,21,91.44,4.746,78.936,38.1245,499.986,24.9,12449.651,1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,1,1,1,1,1,1,1
1787,MD01,5325,2,2,10,19,5,25,CCW3A21,21,91.44,4.302,78.568,38.6299,396.3465,28.1,11137.337,1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,1,1,1,1,1,1,1
1891,MD01,5597,3,8,24,19,12,8,CCW3A21,22,91.44,4.692,78.568,38.8595,394.63,30.6,12075.679,1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,1,1,1,1,1,1,1
1995,MD01,5736,4,3,27,19,14,17,CCW3A21,22,93.98,4.366,78.568,40.415,353.0568,30.6,10803.54,1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,1,1,1,1,1,1,1
2099,SD00,5110,1,1,1,19,1,10,CCW3A21,28,106.68,4.77,79.12,34.0697,697.5236,20.1,14020.224,1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,1,1,1,1,1,1,1
2203,SD00,5212,2,1,9,19,5,8,CCW3A21,29,96.52,4.683,78.936,31.0695,807.0881,18.7,15092.548,1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,1,1,1,1,1,1,1
