,LOCATION,PLOT #,REP,BLOCK _by_REP,IBLK,ENTRY,Row,Col,VARIETY,AD ,HT ,YIELD ,TSTWT ,TKWT,SPSM,KPS,KPSM,eps,cdo549,bcd907,barc57           ,barc12           ,tam055tam61,cdo395,barc86           ,ksuA6,cdo638,barc67 ,cmwg680bcd366,bcd1380,bcd1555,bcd141,bcd22,bcd372,bcd361,gwm155           
2806,SD01,5604,3,8,24,102,11,12,CCW3A108,43,96.52,2.022,72.312,21.8129,271.0004,34.2,9268.214,1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1
2910,SD01,5754,4,5,29,102,13,6,CCW3A108,46,96.52,1.517,67.528,21.8921,287.5452,24.1,6929.838,1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1
11,LIN00,5197,1,8,8,11,8,8,CCW3A11,18,104.14,3.272,75.992,33.6052,418.4384,23.3,9749.614,1,-1,-1,-1,-1,-1,-1,-1,-1,.,-1,-1,1,-1,-1,-1,-1,-1,-1
115,LIN00,5291,2,7,15,11,15,9,CCW3A11,15,93.98,2.762,77.648,32.2591,347.0218,24.7,8571.439,1,-1,-1,-1,-1,-1,-1,-1,-1,.,-1,-1,1,-1,-1,-1,-1,-1,-1
219,LIN00,5370,3,5,21,11,21,10,CCW3A11,17,109.22,3.531,76.36,34.7937,455.6499,22.3,10160.993,1,-1,-1,-1,-1,-1,-1,-1,-1,.,-1,-1,1,-1,-1,-1,-1,-1,-1
323,LIN00,5475,4,5,29,11,29,11,CCW3A11,17,91.44,2.473,77.096,34.8137,220.8546,32.2,7111.519,1,-1,-1,-1,-1,-1,-1,-1,-1,.,-1,-1,1,-1,-1,-1,-1,-1,-1
427,LIN01,5118,1,2,2,11,1,18,CCW3A11,23,111.76,3.529,79.488,34.6297,297.0753,34.3,10189.681,1,-1,-1,-1,-1,-1,-1,-1,-1,.,-1,-1,1,-1,-1,-1,-1,-1,-1
531,LIN01,5337,2,3,11,11,6,16,CCW3A11,22,109.22,3.653,79.488,32.9069,382.8064,29,11101.386,1,-1,-1,-1,-1,-1,-1,-1,-1,.,-1,-1,1,-1,-1,-1,-1,-1,-1
635,LIN01,5518,3,2,18,11,9,18,CCW3A11,23,96.52,3.535,80.408,33.9261,366.9318,28.4,10420.862,1,-1,-1,-1,-1,-1,-1,-1,-1,.,-1,-1,1,-1,-1,-1,-1,-1,-1
739,LIN01,5733,4,3,27,11,14,20,CCW3A11,22,93.98,4.369,80.04,32.6217,440.6189,30.4,13394.815,1,-1,-1,-1,-1,-1,-1,-1,-1,.,-1,-1,1,-1,-1,-1,-1,-1,-1
843,LIN99,5111,1,1,1,11,1,11,CCW3A11,31,116.84,1.609,76.176,35.1393,187.9258,24.4,4585.389,1,-1,-1,-1,-1,-1,-1,-1,-1,.,-1,-1,1,-1,-1,-1,-1,-1,-1
947,LIN99,5404,2,1,2,11,8,1,CCW3A11,31,111.76,2.476,76.176,36.6092,284.5339,23.8,6771.908,1,-1,-1,-1,-1,-1,-1,-1,-1,.,-1,-1,1,-1,-1,-1,-1,-1,-1
1051,LIN99,5578,3,1,3,11,11,26,CCW3A11,-,111.76,2.167,75.808,37.7112,207.7036,27.7,5753.389,1,-1,-1,-1,-1,-1,-1,-1,-1,.,-1,-1,1,-1,-1,-1,-1,-1,-1
1155,LIN99,5735,4,1,4,11,14,18,CCW3A11,-,109.22,1.989,75.624,39.9685,196.1573,25.4,4982.395,1,-1,-1,-1,-1,-1,-1,-1,-1,.,-1,-1,1,-1,-1,-1,-1,-1,-1
1259,MD00,5179,1,7,7,11,4,26,CCW3A11,20,134.62,3.41,79.856,36.2617,315.9624,29.8,9415.679,1,-1,-1,-1,-1,-1,-1,-1,-1,.,-1,-1,1,-1,-1,-1,-1,-1,-1
1363,MD00,5273,2,6,14,11,7,17,CCW3A11,20,132.08,3.494,77.28,38.3932,308.8809,29.5,9111.987,1,-1,-1,-1,-1,-1,-1,-1,-1,.,-1,-1,1,-1,-1,-1,-1,-1,-1
1467,MD00,5396,3,7,23,11,12,17,CCW3A11,20,132.08,3.061,75.256,35.0493,287.6069,30.4,8743.248,1,-1,-1,-1,-1,-1,-1,-1,-1,.,-1,-1,1,-1,-1,-1,-1,-1,-1
1571,MD00,5427,4,2,26,11,13,15,CCW3A11,20,132.08,3.581,76.636,33.2327,339.3116,31.8,10790.109,1,-1,-1,-1,-1,-1,-1,-1,-1,.,-1,-1,1,-1,-1,-1,-1,-1,-1
1675,MD01,5163,1,5,5,11,3,11,CCW3A11,30,111.76,4.393,79.304,32.4585,488.618,27.7,13534.719,1,-1,-1,-1,-1,-1,-1,-1,-1,.,-1,-1,1,-1,-1,-1,-1,-1,-1
1779,MD01,5310,2,1,9,11,5,10,CCW3A11,30,109.22,4.753,79.488,34.6543,509.8793,26.9,13715.753,1,-1,-1,-1,-1,-1,-1,-1,-1,.,-1,-1,1,-1,-1,-1,-1,-1,-1
1883,MD01,5588,3,7,23,11,12,17,CCW3A11,32,114.3,4.06,80.04,34.865,357.2185,32.6,11645.323,1,-1,-1,-1,-1,-1,-1,-1,-1,.,-1,-1,1,-1,-1,-1,-1,-1,-1
1987,MD01,5780,4,7,31,11,16,25,CCW3A11,30,114.3,4.184,79.488,34.5052,416.752,29.1,12127.484,1,-1,-1,-1,-1,-1,-1,-1,-1,.,-1,-1,1,-1,-1,-1,-1,-1,-1
2091,SD00,5189,1,7,7,11,4,16,CCW3A11,33,104.14,3.857,80.04,28.4764,639.6686,21.2,13560.974,1,-1,-1,-1,-1,-1,-1,-1,-1,.,-1,-1,1,-1,-1,-1,-1,-1,-1
2195,SD00,5220,2,2,10,11,5,16,CCW3A11,33,111.76,4.801,79.856,29.0265,732.7616,22.6,16560.412,1,-1,-1,-1,-1,-1,-1,-1,-1,.,-1,-1,1,-1,-1,-1,-1,-1,-1
2299,SD00,5374,3,6,22,11,11,14,CCW3A11,31,106.68,4.421,79.488,28.9845,787.2671,19.4,15272.982,1,-1,-1,-1,-1,-1,-1,-1,-1,.,-1,-1,1,-1,-1,-1,-1,-1,-1
2403,SD00,5513,4,8,32,11,16,4,CCW3A11,33,111.76,3.591,76.36,25.6275,568.0784,24.7,14031.537,1,-1,-1,-1,-1,-1,-1,-1,-1,.,-1,-1,1,-1,-1,-1,-1,-1,-1
2507,SD01,5149,1,4,4,11,2,12,CCW3A11,44,101.6,2.718,75.808,27.7113,291.9102,33.6,9808.184,1,-1,-1,-1,-1,-1,-1,-1,-1,.,-1,-1,1,-1,-1,-1,-1,-1,-1
2611,SD01,5379,2,7,15,11,7,3,CCW3A11,47,81.28,1.386,66.056,23.6964,208.877,28,5848.556,1,-1,-1,-1,-1,-1,-1,-1,-1,.,-1,-1,1,-1,-1,-1,-1,-1,-1
2715,SD01,5509,3,1,17,11,8,24,CCW3A11,45,101.6,2.984,74.704,27.1111,359.6576,30.6,11005.521,1,-1,-1,-1,-1,-1,-1,-1,-1,.,-1,-1,1,-1,-1,-1,-1,-1,-1
2819,SD01,5798,4,8,32,11,14,11,CCW3A11,47,96.52,1.941,71.76,23.0377,244.2037,34.5,8425.028,1,-1,-1,-1,-1,-1,-1,-1,-1,.,-1,-1,1,-1,-1,-1,-1,-1,-1
12,LIN00,5145,1,4,4,12,4,8,CCW3A12,11,91.44,2.98,76.912,33.779,330.8259,26.7,8833.052,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
116,LIN00,5219,2,2,10,12,10,12,CCW3A12,10,101.6,2.671,77.28,35.86,298.2986,25,7457.464,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
220,LIN00,5355,3,4,20,12,20,6,CCW3A12,11,93.98,3.118,77.096,31.2216,515.3766,19.4,9998.306,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
324,LIN00,5512,4,8,32,12,32,5,CCW3A12,10,91.44,3.497,78.2,32.6717,404.4524,26.5,10717.99,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
428,LIN01,5185,1,7,7,12,4,20,CCW3A12,18,96.52,4.672,80.592,35.9695,440.332,29.5,12989.794,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
532,LIN01,5332,2,3,11,12,6,21,CCW3A12,19,106.68,4.585,80.776,36.6361,396.0355,31.6,12514.722,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
636,LIN01,5569,3,6,22,12,11,17,CCW3A12,18,96.52,4.326,81.144,34.3206,400.1376,31.5,12604.336,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
740,LIN01,5782,4,7,31,12,16,23,CCW3A12,19,91.44,4.837,80.776,36.6449,411.2208,32.1,13200.188,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
844,LIN99,5112,1,1,1,12,1,12,CCW3A12,25,116.84,2.218,75.44,36.8478,208.4824,28.9,6025.142,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
948,LIN99,5348,2,1,2,12,6,5,CCW3A12,27,114.3,1.72,74.888,37,186.1927,25,4654.816,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1052,LIN99,5510,3,1,3,12,9,10,CCW3A12,-,111.76,1.865,75.44,39.2567,182.2103,26.1,4755.689,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1156,LIN99,5723,4,1,4,12,13,23,CCW3A12,-,116.84,2.476,73.784,39.0262,277.4023,22.9,6352.512,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1260,MD00,5193,1,8,8,12,4,12,CCW3A12,19,99.06,2.872,76.36,33.2269,332.9177,26,8655.861,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1364,MD00,5243,2,3,11,12,6,14,CCW3A12,15,121.92,3.41,75.9,27.6667,604.9415,20.4,12340.806,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1468,MD00,5359,3,4,20,12,10,2,CCW3A12,15,129.54,4.441,77.372,34.7795,486.1688,26.3,12786.239,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1572,MD00,5475,4,5,29,12,15,11,CCW3A12,13,96.52,3.242,74.888,32.5,364.5253,27.4,9987.994,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1676,MD01,5108,1,1,1,12,1,8,CCW3A12,21,96.52,4.225,78.752,34.0945,450.6157,27.5,12391.933,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1780,MD01,5348,2,4,12,12,6,5,CCW3A12,23,99.06,4.369,79.488,37.9026,374.3034,30.8,11528.545,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1884,MD01,5601,3,8,24,12,12,4,CCW3A12,25,109.22,4.393,78.384,36.4554,383.7831,31.4,12050.788,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1988,MD01,5759,4,5,29,12,15,7,CCW3A12,24,109.22,4.48,78.936,36.6982,312.2604,39.1,12209.381,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2092,SD00,5121,1,2,2,12,1,21,CCW3A12,29,101.6,4.935,79.304,34.5972,676.9136,21.1,14282.877,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2196,SD00,5218,2,2,10,12,5,14,CCW3A12,29,104.14,5.033,80.04,32.9693,670.3499,22.8,15283.978,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2300,SD00,5319,3,1,17,12,9,11,CCW3A12,29,101.6,4.361,78.568,30.8252,687.5991,20.6,14164.541,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2404,SD00,5418,4,1,25,12,13,6,CCW3A12,29,106.68,4.34,78.016,32.7362,564.9384,23.5,13276.052,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2508,SD01,5110,1,1,1,12,1,10,CCW3A12,43,86.36,2.244,72.68,24.2293,294.9101,31.4,9260.177,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2612,SD01,5388,2,7,15,12,7,12,CCW3A12,43,86.36,1.618,69,22.3933,270.6144,26.7,7225.403,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2716,SD01,5532,3,3,19,12,8,1,CCW3A12,42,86.36,1.803,69.92,24.6965,233.2489,31.3,7300.691,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2820,SD01,5790,4,7,31,12,14,19,CCW3A12,42,88.9,2.099,73.784,27.6834,224.3274,33.8,7582.265,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
13,LIN00,5192,1,8,8,13,8,13,CCW3A13,11,99.06,3.4,76.912,31.1461,614.0328,17.8,10929.785,-1,1,1,1,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
117,LIN00,5251,2,4,12,13,12,6,CCW3A13,12,106.68,3.615,75.992,33.7868,543.7926,19.7,10712.714,-1,1,1,1,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
221,LIN00,5341,3,3,19,13,19,7,CCW3A13,16,106.68,2.97,77.096,33.3524,392.7655,22.7,8915.777,-1,1,1,1,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
325,LIN00,5461,4,4,28,13,28,4,CCW3A13,16,99.06,2.95,76.912,33.4549,331.885,26.6,8828.141,-1,1,1,1,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
429,LIN01,5170,1,6,6,13,3,18,CCW3A13,20,104.14,4.164,79.856,35.7537,434.6091,26.8,11647.523,-1,1,1,1,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
533,LIN01,5361,2,5,13,13,7,9,CCW3A13,20,93.98,4.632,79.856,35.2079,434.1954,30.3,13156.121,-1,1,1,1,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
637,LIN01,5559,3,5,21,13,11,7,CCW3A13,19,93.98,4.618,80.592,34.4615,490.9164,27.3,13402.018,-1,1,1,1,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
741,LIN01,5718,4,2,26,13,13,18,CCW3A13,20,91.44,4.248,80.04,35.2007,424.9795,28.4,12069.417,-1,1,1,1,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
845,LIN99,5113,1,1,1,13,1,13,CCW3A13,31,111.76,1.673,75.44,33.8783,214.9882,23,4944.73,-1,1,1,1,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
949,LIN99,5387,2,1,2,13,8,18,CCW3A13,29,111.76,2.029,75.992,37.0739,238.2731,23,5480.281,-1,1,1,1,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1053,LIN99,5533,3,1,3,13,10,20,CCW3A13,-,106.68,1.966,74.52,37.0088,235.2752,22.6,5317.219,-1,1,1,1,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1157,LIN99,5797,4,1,4,13,16,8,CCW3A13,-,114.3,1.324,75.072,31.9102,169.5254,24.5,4153.373,-1,1,1,1,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1261,MD00,5108,1,1,1,13,1,8,CCW3A13,18,129.54,3.373,78.66,35.8506,360.937,26.1,9420.455,-1,1,1,1,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1365,MD00,5224,2,2,10,13,5,20,CCW3A13,21,121.92,3.339,76.452,35.9803,365.866,25.4,9292.996,-1,1,1,1,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1469,MD00,5355,3,4,20,13,10,6,CCW3A13,17,124.46,3.013,77.648,32.9684,289.6292,31.6,9152.284,-1,1,1,1,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1573,MD00,5461,4,4,28,13,14,4,CCW3A13,17,121.92,3.427,78.292,36.3597,339.4449,27.8,9436.567,-1,1,1,1,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1677,MD01,5135,1,3,3,13,2,18,CCW3A13,26,106.68,4.494,79.304,35.3254,504.8393,25.2,12721.951,-1,1,1,1,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1781,MD01,5355,2,5,13,13,7,3,CCW3A13,23,109.22,4.393,79.856,35.2708,449.6586,27.7,12455.544,-1,1,1,1,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1885,MD01,5576,3,6,22,13,11,24,CCW3A13,32,111.76,4.376,78.2,32.446,383.1841,35.2,13488.08,-1,1,1,1,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1989,MD01,5738,4,3,27,13,14,15,CCW3A13,26,106.68,4.844,79.856,36.3371,499.2701,26.7,13330.511,-1,1,1,1,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2093,SD00,5128,1,3,3,13,2,25,CCW3A13,32,106.68,4.555,78.752,29.3946,594.5459,26.1,15517.649,-1,1,1,1,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2197,SD00,5222,2,2,10,13,5,18,CCW3A13,33,104.14,4.169,78.2,30.4217,596.6151,23,13722.146,-1,1,1,1,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2301,SD00,5408,3,8,24,13,12,5,CCW3A13,31,111.76,4.529,77.832,27.8467,623.8918,26.1,16283.576,-1,1,1,1,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2405,SD00,5495,4,7,31,13,16,22,CCW3A13,31,104.14,3.561,77.648,30.2704,436.2733,27,11779.38,-1,1,1,1,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2509,SD01,5170,1,6,6,13,3,10,CCW3A13,46,93.98,1.8,71.208,22.5056,224.6193,35.6,7996.449,-1,1,1,1,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2613,SD01,5330,2,3,11,13,5,14,CCW3A13,45,99.06,1.941,69.368,20.3931,275.0753,34.6,9517.604,-1,1,1,1,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2717,SD01,5601,3,8,24,13,11,9,CCW3A13,46,101.6,1.894,69.368,19.5412,285.0448,34,9691.522,-1,1,1,1,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2821,SD01,5746,4,4,28,13,12,3,CCW3A13,46,88.9,1.48,68.264,20.5469,233.1211,30.9,7203.443,-1,1,1,1,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
14,LIN00,5174,1,6,6,14,6,5,CCW3A14,12,104.14,3.4,77.096,34.9008,403.0545,24.2,9753.918,1,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
118,LIN00,5223,2,2,10,14,10,8,CCW3A14,15,106.68,2.661,76.912,31.7592,439.1947,19.1,8388.619,1,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
222,LIN00,5358,3,4,20,14,20,3,CCW3A14,13,104.14,3.454,75.808,33.0538,562.4625,18.6,10461.802,1,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
326,LIN00,5438,4,2,26,14,26,1,CCW3A14,16,88.9,2.463,76.728,31.8216,418.8362,18.5,7748.47,1,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
430,LIN01,5193,1,8,8,14,4,12,CCW3A14,19,99.06,4.938,80.224,30.7972,570.6154,28.1,16034.292,1,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
534,LIN01,5338,2,3,11,14,6,15,CCW3A14,20,104.14,4.565,79.488,34.8375,409.4654,32,13102.892,1,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
638,LIN01,5529,3,3,19,14,10,24,CCW3A14,19,101.6,4.437,80.04,36.1336,399.9725,30.7,12279.155,1,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
742,LIN01,5795,4,8,32,14,16,10,CCW3A14,22,99.06,4.766,79.856,35.0382,472.3566,28.8,13603.869,1,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
846,LIN99,5114,1,1,1,14,1,14,CCW3A14,25,116.84,1.65,75.072,35.3632,199.5941,23.4,4670.503,1,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
950,LIN99,5359,2,1,2,14,7,7,CCW3A14,27,111.76,2.298,75.256,36.3318,283.9868,22.3,6332.906,1,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1054,LIN99,5563,3,1,3,14,11,11,CCW3A14,-,111.76,1.068,75.072,35.0239,146.1337,20.9,3054.194,1,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1158,LIN99,5769,4,1,4,14,15,17,CCW3A14,-,111.76,2.228,74.152,34.9918,262.2863,24.3,6373.558,1,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1262,MD00,5172,1,6,6,14,3,20,CCW3A14,21,132.08,3.501,76.82,35.7765,371.1078,26.4,9797.246,1,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1366,MD00,5210,2,1,9,14,5,6,CCW3A14,17,132.08,3.491,79.764,35.0287,408.9179,24.4,9977.597,1,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1470,MD00,5344,3,3,19,14,10,17,CCW3A14,17,132.08,3.316,75.348,36.292,365.9321,25,9148.303,1,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1574,MD00,5419,4,1,25,14,13,7,CCW3A14,17,132.08,3.692,77.556,35.0912,369.6482,28.5,10534.973,1,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1678,MD01,5169,1,6,6,14,3,17,CCW3A14,23,104.14,4.42,78.752,34.1853,413.0912,31.3,12929.753,1,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1782,MD01,5302,2,1,9,14,5,2,CCW3A14,27,111.76,4.326,79.12,34.7356,378.5341,32.9,12453.773,1,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1886,MD01,5508,3,1,17,14,9,8,CCW3A14,28,114.3,4.696,78.2,33.9329,421.9146,32.8,13838.799,1,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1990,MD01,5701,4,1,25,14,13,1,CCW3A14,29,114.3,4.679,78.568,35.8797,412.691,31.6,13041.035,1,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2094,SD00,5126,1,2,2,14,1,26,CCW3A14,31,109.22,4.559,78.936,28.2676,758.1332,21.3,16148.238,1,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2198,SD00,5208,2,1,9,14,5,4,CCW3A14,29,104.14,4.471,78.936,29.6984,797.6591,18.9,15075.757,1,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2302,SD00,5371,3,5,21,14,11,11,CCW3A14,31,106.68,4.327,78.2,26.6558,755.9965,21.5,16253.924,1,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2406,SD00,5430,4,2,26,14,13,18,CCW3A14,31,93.98,2.755,77.096,27.2984,407.4361,24.8,10104.415,1,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2510,SD01,5168,1,6,6,14,3,8,CCW3A14,43,101.6,1.746,69,21.4663,228.4518,35.6,8132.885,1,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2614,SD01,5364,2,5,13,14,6,13,CCW3A14,43,93.98,1.81,71.024,22.9626,368.2828,21.4,7881.252,1,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2718,SD01,5542,3,4,20,14,9,10,CCW3A14,46,96.52,2.264,72.68,26.0665,262.3851,33.1,8684.948,1,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2822,SD01,5772,4,6,30,14,13,24,CCW3A14,42,96.52,2.328,73.232,26.3817,336.7725,26.2,8823.441,1,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
15,LIN00,5182,1,7,7,15,7,4,CCW3A17,13,104.14,3.484,76.544,33.3363,463.0069,22.6,10463.956,1,1,1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1
119,LIN00,5294,2,7,15,15,15,12,CCW3A17,17,86.36,2.567,77.096,25.0476,542.8745,18.9,10260.327,1,1,1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1
223,LIN00,5342,3,3,19,15,19,8,CCW3A17,16,101.6,3.208,76.728,28.4037,702.4841,16.1,11309.993,1,1,1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1
327,LIN00,5458,4,4,28,15,28,7,CCW3A17,15,101.6,3.427,76.912,34.3929,395.8819,25.2,9976.225,1,1,1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1
431,LIN01,5124,1,2,2,15,1,24,CCW3A17,22,111.76,4.393,79.672,33.5017,453.7456,28.9,13113.247,1,1,1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1
535,LIN01,5339,2,3,11,15,6,14,CCW3A17,23,99.06,4.534,79.12,33.2776,455.7232,29.9,13626.123,1,1,1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1
639,LIN01,5547,3,4,20,15,10,6,CCW3A17,23,99.06,4.282,79.304,31.7732,501.013,26.9,13477.25,1,1,1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1
743,LIN01,5723,4,2,26,15,13,23,CCW3A17,23,101.6,4.729,80.776,35.4899,447.1963,29.8,13326.449,1,1,1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1
847,LIN99,5115,1,1,1,15,1,15,CCW3A17,31,114.3,2.11,75.808,32.7315,251.1277,25.7,6453.983,1,1,1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1
951,LIN99,5340,2,1,2,15,6,13,CCW3A17,31,104.14,1.347,75.808,35.0317,174.231,22.1,3850.506,1,1,1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1
